study,task,controller,configuration,query_ordinal,condition,success,primitive_steps,prediction_blocks
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",94,prefix_b,1,23,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",95,clean,1,12,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",95,prefix_a,1,12,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",95,prefix_b,1,0,0
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",96,clean,1,18,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",96,prefix_a,1,20,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",96,prefix_b,1,17,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",97,clean,1,3,9002
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",97,prefix_a,1,0,0
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",97,prefix_b,1,0,0
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",98,clean,1,15,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",98,prefix_a,1,15,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",98,prefix_b,1,13,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",99,clean,1,23,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",99,prefix_a,1,22,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",99,prefix_b,1,26,54012
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",100,clean,1,5,9002
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",100,prefix_a,1,11,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",100,prefix_b,1,6,18004
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",101,clean,1,20,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",101,prefix_a,1,20,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",101,prefix_b,1,17,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",102,clean,1,17,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",102,prefix_a,1,21,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",102,prefix_b,1,18,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",103,clean,1,18,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",103,prefix_a,1,16,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",103,prefix_b,1,10,18004
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",104,clean,1,11,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",104,prefix_a,1,11,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",104,prefix_b,1,15,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",105,clean,1,0,0
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",105,prefix_a,1,0,0
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",105,prefix_b,1,0,0
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",106,clean,1,19,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",106,prefix_a,1,18,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",106,prefix_b,1,19,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",107,clean,1,17,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",107,prefix_a,1,21,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",107,prefix_b,1,25,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",108,clean,1,16,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",108,prefix_a,1,14,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",108,prefix_b,1,15,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",109,clean,1,22,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",109,prefix_a,1,20,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",109,prefix_b,1,22,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",110,clean,1,19,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",110,prefix_a,1,16,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",110,prefix_b,1,19,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",111,clean,1,12,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",111,prefix_a,1,13,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",111,prefix_b,1,14,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",112,clean,1,17,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",112,prefix_a,1,12,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",112,prefix_b,1,20,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",113,clean,1,15,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",113,prefix_a,1,19,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",113,prefix_b,1,18,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",114,clean,1,16,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",114,prefix_a,1,12,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",114,prefix_b,1,12,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",115,clean,1,15,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",115,prefix_a,1,7,18004
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",115,prefix_b,1,23,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",116,clean,1,18,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",116,prefix_a,1,19,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",116,prefix_b,1,22,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",117,clean,1,20,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",117,prefix_a,1,32,63014
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",117,prefix_b,1,11,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",118,clean,1,13,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",118,prefix_a,1,7,18004
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",118,prefix_b,1,18,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",119,clean,1,24,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",119,prefix_a,1,24,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",119,prefix_b,1,22,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",120,clean,1,18,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",120,prefix_a,1,17,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",120,prefix_b,1,17,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",121,clean,1,13,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",121,prefix_a,1,14,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",121,prefix_b,1,7,18004
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",122,clean,1,12,27006
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",122,prefix_a,1,5,9002
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",122,prefix_b,1,10,18004
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",123,clean,1,17,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",123,prefix_a,1,22,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",123,prefix_b,1,17,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",124,clean,1,21,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",124,prefix_a,1,22,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",124,prefix_b,1,20,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",125,clean,1,20,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",125,prefix_a,1,22,45010
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",125,prefix_b,1,20,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",126,clean,1,18,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",126,prefix_a,1,18,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",126,prefix_b,1,18,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",127,clean,1,16,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",127,prefix_a,1,17,36008
horizon,tworoom,cem_learned,"{""B"":50,""H"":25,""arm"":""cem_learned"",""iterations"":30}",127,prefix_b,1,16,36008
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",0,clean,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",0,prefix_a,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",0,prefix_b,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",1,clean,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",1,prefix_a,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",1,prefix_b,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",2,clean,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",2,prefix_a,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",2,prefix_b,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",3,clean,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",3,prefix_a,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",3,prefix_b,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",4,clean,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",4,prefix_a,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",4,prefix_b,1,36,72016
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",5,clean,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",5,prefix_a,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",5,prefix_b,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",6,clean,1,21,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",6,prefix_a,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",6,prefix_b,1,22,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",7,clean,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",7,prefix_a,1,26,54012
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",7,prefix_b,1,26,54012
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",8,clean,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",8,prefix_a,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",8,prefix_b,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",9,clean,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",9,prefix_a,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",9,prefix_b,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",10,clean,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",10,prefix_a,1,21,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",10,prefix_b,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",11,clean,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",11,prefix_a,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",11,prefix_b,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",12,clean,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",12,prefix_a,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",12,prefix_b,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",13,clean,0,50,90020
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",13,prefix_a,1,35,63014
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",13,prefix_b,1,35,63014
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",14,clean,0,50,90020
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",14,prefix_a,0,50,90020
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",14,prefix_b,0,50,90020
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",15,clean,0,50,90020
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",15,prefix_a,1,28,54012
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",15,prefix_b,0,50,90020
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",16,clean,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",16,prefix_a,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",16,prefix_b,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",17,clean,1,30,54012
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",17,prefix_a,1,36,72016
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",17,prefix_b,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",18,clean,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",18,prefix_a,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",18,prefix_b,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",19,clean,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",19,prefix_a,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",19,prefix_b,1,26,54012
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",20,clean,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",20,prefix_a,1,26,54012
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",20,prefix_b,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",21,clean,1,26,54012
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",21,prefix_a,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",21,prefix_b,1,26,54012
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",22,clean,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",22,prefix_a,1,22,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",22,prefix_b,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",23,clean,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",23,prefix_a,0,50,90020
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",23,prefix_b,0,50,90020
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",24,clean,1,28,54012
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",24,prefix_a,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",24,prefix_b,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",25,clean,0,50,90020
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",25,prefix_a,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",25,prefix_b,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",26,clean,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",26,prefix_a,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",26,prefix_b,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",27,clean,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",27,prefix_a,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",27,prefix_b,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",28,clean,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",28,prefix_a,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",28,prefix_b,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",29,clean,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",29,prefix_a,1,26,54012
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",29,prefix_b,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",30,clean,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",30,prefix_a,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",30,prefix_b,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",31,clean,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",31,prefix_a,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",31,prefix_b,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",32,clean,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",32,prefix_a,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",32,prefix_b,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",33,clean,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",33,prefix_a,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",33,prefix_b,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",34,clean,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",34,prefix_a,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",34,prefix_b,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",35,clean,1,23,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",35,prefix_a,0,50,90020
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",35,prefix_b,0,50,90020
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",36,clean,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",36,prefix_a,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",36,prefix_b,0,50,90020
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",37,clean,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",37,prefix_a,1,25,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",37,prefix_b,1,24,45010
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",38,clean,1,20,36008
horizon,pusht,cem_observed,"{""B"":50,""H"":25,""arm"":""cem_observed"",""iterations"":30}",38,prefix_a,1,23,45010
